"","title","publishedAt","site"
"610","Bulldozer triggers massive pollen cloud","2018-05-09T14:52:36Z","cnn"
"611","Doctors, teachers and entrepreneurs on H-4 visas fear losing their businesses and jobs","2018-05-09T14:46:13Z","cnn"
"612","Should I move half of my savings into an annuity?","2018-05-09T14:45:07Z","cnn"
"613","Protesters disrupt Haspel's hearing","2018-05-09T14:30:15Z","cnn"
"614","Haspel: I will not restart torture programs","2018-05-09T14:27:04Z","cnn"
"615","Punished for taking part in a school walkout, a student is now running for the school board","2018-05-09T14:22:51Z","cnn"
"616","Jordan Peele reveals next film","2018-05-09T14:20:30Z","cnn"
"617","Republicans seek enough signatures to force DACA vote in House","2018-05-09T14:04:43Z","cnn"
"618","Donald Trump just accidentally revealed something very important about how he views the media","2018-05-09T13:51:56Z","cnn"
"619","Why Nasdaq's CEO is bullish on cryptocurrencies","2018-05-09T13:47:27Z","cnn"
"620","What is Walmart's global plan?","2018-05-09T13:36:19Z","cnn"
"621","Meet the Danish-inspired accessory brand offering major Mother's Day savings","2018-05-09T13:30:01Z","cnn"
"622","Not a Marriott Rewards member? These perks might persuade you to join now","2018-05-09T13:27:07Z","cnn"
"623","Taylor Swift: 'I went through some really low times'","2018-05-09T13:26:45Z","cnn"
"624","Yusra Mardini: 'I represent more than Syria, I represent millions around the world'","2018-05-09T13:26:07Z","cnn"
"625","Plan B: Trump just quit the nuclear deal, what's next for Iran?","2018-05-09T13:01:39Z","cnn"
"626","Trump is obsessed with undoing Obama's deals, but now he's working on one of his own","2018-05-09T12:59:42Z","cnn"
"627","Trump tweets: Americans held in North Korea released","2018-05-09T12:56:50Z","cnn"
"628","Profiles: The three Americans released by North Korea","2018-05-09T12:51:24Z","cnn"
"629","Trump's CIA pick faces Senate grilling","2018-05-09T12:45:03Z","cnn"
"630","Trump says 3 Americans held in North Korea have been released","2018-05-09T12:39:21Z","cnn"
"631","Alex Iwobi: Nigeria star confident ahead of World Cup","2018-05-09T12:36:47Z","cnn"
"632","Silicon Valley's new motto: be responsible","2018-05-09T12:30:37Z","cnn"
"633","The compromises that companies make to do business in China","2018-05-09T12:27:29Z","cnn"
"634","Is the 'bad blood' over between Taylor and Katy?","2018-05-09T12:06:02Z","cnn"
"635","In Iran, hardliners are burning the deal and the American flag","2018-05-09T11:59:22Z","cnn"
"636","Your boss wants you take a vacation","2018-05-09T11:58:30Z","cnn"
"637","F-150s could be in short supply after plant fire","2018-05-09T11:44:33Z","cnn"
"638","Phil Mickelson 'challenges' Tiger Woods to golfing duel","2018-05-09T11:39:11Z","cnn"
"639","How does the royal family makes its money?","2018-05-09T11:22:41Z","cnn"
"640","Twitter now speaks Swahili. Poa sana!","2018-05-09T10:57:47Z","cnn"
"641","Melania Trump tourism: First lady's hometown Sevnica lures visitors","2018-05-09T10:41:36Z","cnn"
"642","The Blankenship 'surge' is why we should be wary of internal data and polls","2018-05-09T10:13:32Z","cnn"
"643","5 things for May 9: North Korea, Iran, Russia probe, US primaries, ebola","2018-05-09T10:11:05Z","cnn"
"644","Is Walmart buying Flipkart? SoftBank's CEO thinks so","2018-05-09T10:05:16Z","cnn"
"645","Cardenas may avoid Democratic backlash despite allegations of sexual misconduct","2018-05-09T10:04:54Z","cnn"
"646","Meek Mill's advice to Kanye West: 'Think ten times before you speak'","2018-05-09T10:04:12Z","cnn"
"647","Haspel faces Senate grilling over CIA's interrogation program","2018-05-09T10:02:50Z","cnn"
"648","Tick-tock: How Comey's firing played out in real time","2018-05-09T10:00:40Z","cnn"
"649","Watch: US flag set alight in Iran's parliament","2018-05-09T09:48:02Z","cnn"
"650","France says Iran deal 'not dead' as Macron to call Rouhani","2018-05-09T09:44:23Z","cnn"
"651","Luang Prabang, Laos: A one-minute tour","2018-05-09T09:33:57Z","cnn"
"652","Hawaii residents could face acid rain after earthquakes and molten lava","2018-05-09T09:32:52Z","cnn"
"653","The royal family's most extraordinary gifts","2018-05-09T09:22:16Z","cnn"
"654","Blankenship blames Trump for loss","2018-05-09T09:15:39Z","cnn"
"655","Seniors, new poll says, are still sexy after all these years","2018-05-09T09:12:44Z","cnn"
"656","'No free ticket' Canada warns as Nigerian asylum seekers cross from US","2018-05-09T08:51:12Z","cnn"
"657","Iran deal fallout; Liberty sale; Fox earnings","2018-05-09T08:44:35Z","cnn"
"658","Iran reacts: Citizens left disappointed but defiant","2018-05-09T08:08:16Z","cnn"
"659","What you need to know and what happens next","2018-05-09T07:37:39Z","cnn"
"660","Liberty Global: Vodafone buys European cable businesses for $13 billion","2018-05-09T06:22:22Z","cnn"
"661","Pregnant mom from migrant caravan says life in detention is a relief, but uncertain","2018-05-09T05:56:15Z","cnn"
"662","Analyst: This is the swampiest of swampy behavior","2018-05-09T05:41:09Z","cnn"
"663","China and Japan draw closer as Asia's diplomatic order shifts","2018-05-09T05:13:06Z","cnn"
"664","Mormon church to end 105-year relationship with the Boy Scouts","2018-05-09T05:02:00Z","cnn"
"665","Everything scrapping the Iran deal says about Donald Trump","2018-05-09T05:00:56Z","cnn"
"666","Tens of thousands of Louisiana residents could lose Medicaid benefits","2018-05-09T04:42:00Z","cnn"
"667","China wants it both ways on North Korea. Here's why it can't","2018-05-09T04:34:05Z","cnn"
"668","Pauley Perrette bids farewell to 'NCIS'","2018-05-09T04:29:06Z","cnn"
"669","Breaking it down: Why Trump's decision matters","2018-05-09T04:25:51Z","cnn"
"670","Meek Mill's fight is not finished","2018-05-09T04:18:00Z","cnn"
"671","Delta flight evacuated because of smoke in the cabin","2018-05-09T04:14:15Z","cnn"
"672","Chalian: Trump will get pat on the back","2018-05-09T03:52:57Z","cnn"
"673","Don Blankenship's bizarre, race-baiting Senate campaign comes to an end","2018-05-09T03:46:21Z","cnn"
"674","Don Blankenship's race-baiting Senate campaign comes to an end","2018-05-09T03:46:21Z","cnn"
"675","A House incumbent just lost a primary for the first time in the 2018 election cycle","2018-05-09T03:44:14Z","cnn"
"676","China is the big wild card in Trump's Iran decision","2018-05-09T03:39:09Z","cnn"
"677","McConnell team tweets 'Narcos' reference for Blankenship loss","2018-05-09T03:25:27Z","cnn"
"678","Nude Picasso sells for $115M in Rockefeller auction","2018-05-09T03:03:35Z","cnn"
"679","New bill offers police officers protections similar to those for hate crime victims","2018-05-09T02:52:53Z","cnn"
"680","Luang Prabang, Laos: A one-minute tour","2018-05-09T02:43:41Z","cnn"
"681","Trump dumps 'rotten' Iran deal","2018-05-09T02:41:41Z","cnn"
"682","Business as usual for firms in Iran? - CNNMoney","2018-05-09T02:28:03Z","cnn"
"683","Meek Mill's message to Kanye West","2018-05-09T02:24:50Z","cnn"
"684","American detainees in North Korea are not political pawns","2018-05-09T01:57:58Z","cnn"
"685","Anderson Cooper: It seems moronic for Michael Cohen","2018-05-09T01:56:56Z","cnn"
"686","Why this year's Victory Day parade in Red Square matters","2018-05-09T01:49:43Z","cnn"
"687","Trump accuser secures Democratic nomination for Ohio state Legislature","2018-05-09T01:40:52Z","cnn"
"688","Anderson Cooper: It seems moronic for Michael Cohen","2018-05-09T01:29:36Z","cnn"
"689","Former CIA officer is charged with espionage","2018-05-09T01:18:29Z","cnn"
"690","Avenatti: US company linked to Russian oligarch paid $500K to Cohen","2018-05-09T01:08:44Z","cnn"
"691","Bouncing around with one of Hong Kong's last bamboo noodle masters","2018-05-09T01:04:48Z","cnn"
"692","Hong Kong's bamboo noodle master","2018-05-09T00:58:08Z","cnn"
"693","US secretary of state set for Pyongyang meetings","2018-05-09T00:46:19Z","cnn"
"694","Trump is exactly right about Iran's misdeeds","2018-05-09T00:06:19Z","cnn"
"695","Two new lava-spewing fissures open on Hawaii's Big Island","2018-05-13T20:35:24Z","fox"
"696","Meghan Markle and Prince Harry's royal wedding: Everything you need to know - Fox News","2018-05-13T20:28:26Z","fox"
"697","Pastor opens up about his talk with Trump about Jerusalem","2018-05-13T20:14:31Z","fox"
"698","Let Your Kids Be Kids","2018-05-13T19:23:43Z","fox"
"699","Chili's Grill & Bar hit in data breach, company says","2018-05-13T18:56:22Z","fox"
"700","Cycling tourists were robbed, murdered in Mexico, authorities say","2018-05-13T18:15:00Z","fox"
"701","Teen caught on video trying to steal cat from porch","2018-05-13T18:11:44Z","fox"
"702","Honoring military spouses on Mother's Day","2018-05-13T18:11:10Z","fox"
"703","Hawaii volcano spurs new evacuations on Big Island after lava fissure reported - Fox News","2018-05-13T18:07:36Z","fox"
"704","What is Trump's impact on the 2018 primary races?","2018-05-13T18:04:25Z","fox"
"705","Trump calls on Congress to make progress before August break","2018-05-13T17:56:05Z","fox"
"706","Trump's legal team continue to consider Mueller interview","2018-05-13T17:45:29Z","fox"
"707","Man sues cruise liner after burn leaves skin 'just hanging off' - Fox News","2018-05-13T17:45:08Z","fox"
"708","Saudi military says troops arrive in Yemen's Socotra island","2018-05-13T17:41:47Z","fox"
"709","Dust storm, rain kill 11 in India","2018-05-13T17:41:14Z","fox"
"710","White House faces backlash over comment about McCain","2018-05-13T17:36:01Z","fox"
"711","Libya's navy says 180 migrants rescued in Mediterranean","2018-05-13T17:35:48Z","fox"
"712","Rep. Garamendi talks hopeful optimism about North Korea","2018-05-13T17:24:25Z","fox"
"713","Sarah Sanders says whining kids best practice for dealing with CNN's Jim Acosta","2018-05-13T17:14:00Z","fox"
"714","Pakistan: Review set for ex-PM's remarks on Mumbai attacks","2018-05-13T17:06:59Z","fox"
"715","Eric Shawn: Russia invades Illinois","2018-05-13T17:03:55Z","fox"
"716","Astronaut, Purdue University alum receives honorary doctorate, addresses graduates from space","2018-05-13T16:45:00Z","fox"
"717","Odebrecht, nucleus of mega-graft scandal, tries to go clean","2018-05-13T16:42:33Z","fox"
"718","Pelosi insists that tax cuts didn't help average Americans","2018-05-13T16:29:53Z","fox"
"719","Paris attacker 'was on anti-terror watchlist' for radicalism","2018-05-13T16:15:00Z","fox"
"720","3 Americans freed from North Korea reunited with their families - Fox News","2018-05-13T16:02:06Z","fox"
"721","The left's Trump obsession","2018-05-13T15:52:34Z","fox"
"722","Iran's President Rouhani seeks to preserve nuclear agreement with Europe","2018-05-13T15:50:00Z","fox"
"723","Media slam cruelty to McCain","2018-05-13T15:42:20Z","fox"
"724","Gaza running low on cooking gas after vandals trash crossing","2018-05-13T15:42:06Z","fox"
"725","Media's Michael Cohen frenzy","2018-05-13T15:33:48Z","fox"
"726","Volunteers help renovate the home of Arizona veteran","2018-05-13T15:25:05Z","fox"
"727","Israeli ambassador: Leaving Iran deal was right thing to do","2018-05-13T15:23:38Z","fox"
"728","Lisa Vanderpump's brother found dead of suspected drug overdose, report says - Fox News","2018-05-13T15:17:59Z","fox"
"729","Rep. Issa: I think FBI, DOJ are 'lying through their teeth'","2018-05-13T15:16:48Z","fox"
"730","New Jersey residents may have been exposed to measles at several places, including Newark Airport - Fox News","2018-05-13T15:08:23Z","fox"
"731","Dick Cheney: Enhanced interrogation worked, was not torture","2018-05-13T15:05:47Z","fox"
"732","Lost dog reunited with Texas owner after trip to Minnesota","2018-05-13T14:57:59Z","fox"
"733","Black bear smashes baker's car window, eats 2 dozen cupcakes - Fox News","2018-05-13T14:51:59Z","fox"
"734","Cheney on the Iran deal, Saudi Arabia corruption crackdown","2018-05-13T14:43:02Z","fox"
"735","Rep. Michael McCaul on Iran deal flaws, immigration policy","2018-05-13T14:34:17Z","fox"
"736","Hogan Gidley on Jerusalem embassy opening, the Iran deal","2018-05-13T14:19:31Z","fox"
"737","Cathy McMorris Rogers on balancing motherhood and Congress","2018-05-13T14:18:01Z","fox"
"738","3 Georgia police officers sickened after encountering dead body in motel room - Fox News","2018-05-13T14:08:21Z","fox"
"739","China's first domestically-made aircraft carrier begins sea trials","2018-05-13T14:07:45Z","fox"
"740","Egypt editor suggests more presidential terms for el-Sissi","2018-05-13T14:01:48Z","fox"
"741","USO's mission extends beyond just entertaining the troops","2018-05-13T14:01:27Z","fox"
"742","Chemicals sicken Georgia officers investigating a body","2018-05-13T13:56:31Z","fox"
"743","Rep. Kinzinger: Kim Jong Un has no more chances after this","2018-05-13T13:46:21Z","fox"
"744","What it takes to protect US embassies around the world","2018-05-13T13:44:20Z","fox"
"745","Catalonia's radical separatists clear way for new leader","2018-05-13T13:39:55Z","fox"
"746","Military action inevitable if Trump, Kim can't secure deal?","2018-05-13T13:39:08Z","fox"
"747","Salmonella outbreak expands linked to 207 million eggs recalled","2018-05-13T13:33:44Z","fox"
"748","2 British tourists kidnapped in Congo freed","2018-05-13T13:26:48Z","fox"
"749","Johnny 'Joey' Jones speaks out after being turned away by VA","2018-05-13T13:26:40Z","fox"
"750","Secretary Mike Pompeo previews upcoming Trump-Kim summit","2018-05-13T13:26:09Z","fox"
"751","Pirro Praises Trump for Moving US Embassy to Jerusalem: 'He Promised and He Delivered' - Fox News","2018-05-13T13:06:00Z","fox"
"752","Egypt acquits 2 police officers in killing of detainee","2018-05-13T13:04:55Z","fox"
"753","Ohio deputy shot after police chase ends in shootout; suspect killed - Fox News","2018-05-13T12:58:51Z","fox"
"754","New York City music teacher found dead in Upstate New York a week after going missing - Fox News","2018-05-13T12:09:19Z","fox"
"755","Gold Star mom writes children's books in tribute to her son","2018-05-13T12:00:34Z","fox"
"756","Two-headed fawn found in Minnesota forest shows rare wildlife deformity","2018-05-13T12:00:00Z","fox"
"757","Malaysia's new leader indicates anti-fake news law to stay","2018-05-13T11:57:22Z","fox"
"758","Former FBI agent speaks out about congressional oversight","2018-05-13T11:16:44Z","fox"
"759","Sherpa guides scale Mount Everest at start of spring season","2018-05-13T11:12:59Z","fox"
"760","Ohio deputy shot in gunfight","2018-05-13T11:05:38Z","fox"
"761","The Latest: Indonesia says church bombers from 1 family","2018-05-13T10:43:32Z","fox"
"762","Facebook, Google to block ads leading up to the Ireland abortion referendum - Fox News","2018-05-13T09:13:18Z","fox"
"763","7 ways to finally end robocalls - Fox News","2018-05-13T09:04:57Z","fox"
"764","Militants attack Afghan government building, 1 dead","2018-05-13T08:57:03Z","fox"
"765","Trump triumphs on North Korea, stands strong on Iran, but media attacks continue - Fox News","2018-05-13T08:03:15Z","fox"
"766","Outcome of Janus case is a critical one, and the small business community will be watching - Fox News","2018-05-13T08:03:15Z","fox"
"767","What I wish I'd told a mother lost too soon","2018-05-13T08:00:00Z","fox"
"768","Minnesota Democrats wage war on God, faith and American history","2018-05-13T08:00:00Z","fox"
"769","The Latest: Officials: Paris attacker had no police record","2018-05-13T07:53:43Z","fox"
"770","Cambodia makes 1st arrest on charges of insulting monarchy","2018-05-13T07:51:35Z","fox"
"771","The Latest: Hamas delegation heads to Egypt before protest","2018-05-13T07:45:52Z","fox"
"772","South African photographer of iconic protest image dies","2018-05-13T07:40:16Z","fox"
"773","States bolster defenses against Russia election hacking - Fox News","2018-05-13T07:35:37Z","fox"
"774","Iran sentences 8 to death over Islamic State attacks","2018-05-13T06:51:19Z","fox"
"775","Officials: Paris attacker born in Chechnya; parents detained","2018-05-13T06:20:44Z","fox"
"776","Hawaii volcano stokes fears of West Coast eruptions","2018-05-13T06:15:00Z","fox"
"777","Heavy rainstorms kill 15 in northwest Pakistan","2018-05-13T05:51:37Z","fox"
"778","Iraq's election results expected within 2 days","2018-05-13T05:34:21Z","fox"
"779","Paris knife attacker claimed as 'soldier' of ISIS","2018-05-13T05:15:00Z","fox"
"780","Trump thanks North Korea for plan to dismantle nuke site","2018-05-13T04:45:00Z","fox"
"781","Violence at protests in Nicaragua leaves 2 more dead","2018-05-13T04:39:09Z","fox"
"782","Indonesia suicide bombings at churches kill at least 6, police say","2018-05-13T04:15:00Z","fox"
"783","Several states cracking down on fake service animals","2018-05-13T02:49:54Z","fox"
"784","'The Love Boat' cast reunites on 'Today' more than 40 years after show first aired","2018-05-13T02:43:14Z","fox"
"785","Report says fewer teens are working summer jobs","2018-05-13T02:39:04Z","fox"
"786","Bomb attacks at 3 churches in Indonesia kill at least 2","2018-05-13T02:13:49Z","fox"
"787","Jets jump on Golden Knights early, open series with 4-1 win","2018-05-13T02:05:49Z","fox"
"788","Iran diplomat visits China for talks on nuclear deal crisis","2018-05-13T02:02:53Z","fox"
"789","Senator Lindsey Graham on Trump's foreign policy pushes","2018-05-13T01:39:40Z","fox"
"790","Schlapp on negative media coverage despite Trump's big week","2018-05-13T00:41:57Z","fox"
"791","Is Avenatti using Stormy to wage a political war with Trump?","2018-05-13T00:30:15Z","fox"
"792","Meadows on possibility a spy infiltrated the Trump campaign","2018-05-13T00:20:17Z","fox"
"793","Eric Shawn: Protecting your vote from the Russians","2018-05-12T21:55:18Z","fox"
"794","Grassley pushes DOJ for answers on Flynn interview, cites 'apparent contradiction' by Comey - Fox News","2018-05-12T21:36:40Z","fox"
"795","Grassley calls out Comey in letter to intelligence officials","2018-05-12T20:55:26Z","fox"
"796","2 dead, including assailant, and several injured in Paris knife attack, police say","2018-05-12T20:45:29Z","fox"
"797","Hits & Misses: 5/12/18","2018-05-12T20:05:07Z","fox"
"798","Dragon float catches fire during Disney World parade, park officials say - Fox News","2018-05-12T20:00:44Z","fox"
"799","Facebook, Google to block ads leading up to the Ireland abortion referendum - Fox News","2018-05-12T19:53:12Z","fox"
"800","Trump legal team weighs sit-down with Mueller","2018-05-12T19:48:16Z","fox"
"801","Johnson on the next steps following Iran deal withdrawal","2018-05-12T19:24:42Z","fox"
"802","Scientists share warnings about Hawaii's Kilauea volcano","2018-05-12T19:18:38Z","fox"
"803","Donald Trump Jr. gave daughter a puppy for her birthday - Fox News","2018-05-12T19:17:33Z","fox"
"804","Steel and coal tariffs a factor in Pennsylvania primaries","2018-05-12T18:41:49Z","fox"
"805","Rep. Ted Yoho: We need a different deal with Iran","2018-05-12T18:26:09Z","fox"
"806","Second Democrat comes forward as a 'yes' vote for Haspel","2018-05-12T18:25:11Z","fox"
"807","Chris Wallace talks upcoming interview with Pompeo","2018-05-12T18:16:27Z","fox"
"808","WH official's alleged joke about McCain sparks backlash","2018-05-12T17:58:44Z","fox"
"809","Missing infant found naked and unharmed in Oregon woods; dad arrested, police say - Fox News","2018-05-12T17:55:41Z","fox"
"810","DHS requests an additional 700 troops to patrol border","2018-05-12T17:55:23Z","fox"
"811","Four states prepare for primary elections on May 15","2018-05-12T17:46:31Z","fox"
"812","Rep. Dan Kildee: It was mistake to withdraw from Iran deal","2018-05-12T17:19:18Z","fox"
"813","Will there be a Democratic 'blue wave' in 2018?","2018-05-12T17:08:55Z","fox"
"814","Republican primary in Pennsylvania heats up","2018-05-12T16:54:51Z","fox"
"815","Democratic candidate for Idaho governor talks primary race","2018-05-12T16:30:40Z","fox"
"816","Walid Phares on European response to Trump's Iran decision","2018-05-12T16:28:40Z","fox"
"817","William Bennett: George Will scorns Pence for the high crime of decency - Fox News","2018-05-12T16:26:43Z","fox"
"818","Scientists warn of stronger eruptions from Hawaii volcano","2018-05-12T16:23:31Z","fox"
"819","Trump CIA nominee Gina Haspel picks up support from second Democrat","2018-05-12T16:16:00Z","fox"
"820","California car crash snaps utility pole in half","2018-05-12T16:13:55Z","fox"
"821","Oklahoma governor vetoes gun carry bill in defeat for NRA","2018-05-12T15:55:47Z","fox"
"822","Rep. Sherman on blasting Trump for pulling out of Iran deal","2018-05-12T15:52:00Z","fox"
"823","JFK's only grandson Jack Schlossberg makes acting debut on 'Blue Bloods' - Fox News","2018-05-12T15:50:56Z","fox"
"824","Rep. Mike Kelly on heated exchange with Rep. Maxine Waters","2018-05-12T15:39:22Z","fox"
"825","United Airlines sued by Nigerian passenger booted for ‘pungent’ odor, claiming racial discrimination","2018-05-12T15:30:00Z","fox"
"826","Twin infants dead after being found in hot car in Virginia - Fox News","2018-05-12T14:40:38Z","fox"
"827","Meghan Markle and Prince Harry select US bishop to give address at royal wedding","2018-05-12T14:30:00Z","fox"
"828","Mick Mulvaney on calls for Congress to cut spending","2018-05-12T14:28:45Z","fox"
"829","Steve Hilton: Michael Cohen should apologize, pay back his swamp fees and tell us who else he pitched","2018-05-12T14:03:46Z","fox"
"830","North Carolina dentists apologize for wearing cultural garb in 'ignorant and offensive' ad - Fox News","2018-05-12T14:00:35Z","fox"
"831","North Korea to hold ‘ceremony’ dismantling nuclear site on May 23-25: state media","2018-05-12T13:42:38Z","fox"
"832","Rep. Garamendi on Trump's North Korea negotiations","2018-05-12T13:40:21Z","fox"
"833","Video shows courtroom melee after guilty verdicts in Florida murder case - Fox News","2018-05-12T13:31:35Z","fox"
"834","New Jersey allows illegal immigrants to apply for state aid","2018-05-12T12:56:51Z","fox"
"835","Reince Priebus on the GOP's prospects for 2018 midterms","2018-05-12T12:50:38Z","fox"
"836","Stevie Wonder calls Kanye West's slavery comments 'foolishness'","2018-05-12T12:45:00Z","fox"
"837","Air Force jets intercept Russian bombers off Alaska coast...","2018-05-12T12:37:37Z","fox"
"838","Video: Cop beat up teen daughter in school office as employees looked on - Fox News","2018-05-12T12:23:34Z","fox"
"839","Gorka slams Hillary Clinton's comments on the Iran deal","2018-05-12T11:24:37Z","fox"
"840","Cost-effective phones, coded texts, windows spies and more: Tech Q&A","2018-05-12T11:07:49Z","fox"
"841","Brian Kemp running as 'politically incorrect conservative'","2018-05-12T11:01:22Z","fox"
"842","New law prohibits Kansas police from having sex with people in custody - Fox News","2018-05-12T10:53:06Z","fox"
"843","US Border Patrol agent to be retried in cross-border killing of Mexican teen - Fox News","2018-05-12T10:34:52Z","fox"
"844","Monitor: 42 killed in Israeli strikes in Syria this week","2018-05-12T10:31:40Z","fox"
"845","Yemeni officials say fighting kills 115 in western Yemen","2018-05-12T10:31:40Z","fox"
"846","A royal wedding can be a royal pain -- Here are some helpful ways to ‘negotiate’ your own wedding preparations","2018-05-12T10:31:40Z","fox"
"847","Spanish ref for Greek Cup final as fans clash with police","2018-05-12T10:31:40Z","fox"
"848","McCain's health improving, family and friends say","2018-05-12T10:00:00Z","fox"
"849","Chronic pain patients angry over 'opioid contracts'","2018-05-12T09:10:36Z","fox"
"850","Hawaii volcano evacuation alert may arrive on short notice, officials warn","2018-05-12T08:30:00Z","fox"
"851","R. Kelly draws protesters as well as fans at North Carolina concert - Fox News","2018-05-12T07:18:45Z","fox"
"852","Things to know: 'The most secure facility in the world' - Fox News","2018-05-12T05:41:05Z","fox"
"853","Oliver North on being named president of the NRA","2018-05-12T03:40:11Z","fox"
"854","Rep. Adam Kinzinger on the impact of Trump's Iran decision","2018-05-12T03:29:06Z","fox"
"855","Starbucks opens its bathrooms to non-paying customers","2018-05-12T02:44:06Z","fox"
"856","Marc Lotter reacts to attacks on Vice President Pence","2018-05-12T02:28:08Z","fox"
"857","Dem candidate compels TV station to run 'F--- the NRA' ad","2018-05-12T02:19:47Z","fox"
"858","Oklahoma governor signs adoption law opposed by LGBT groups","2018-05-12T02:19:46Z","fox"
"859","The Latest: Jury suggests life with parole in family killing","2018-05-12T02:19:46Z","fox"
"860","Strassel: Did FBI outright spy on the 2016 Trump campaign?","2018-05-12T01:47:17Z","fox"
"861","Trey Gowdy, John Ratcliffe on efforts to get info from DOJ","2018-05-12T01:45:10Z","fox"
"862","Benson and Harf 05/11/18 FNS Host Chris Wallace, Senator Bill Cassidy (R-LA) & Ben Shapiro","2018-05-12T00:45:00Z","fox"
"863","Middle class squeezed as California free-falls","2018-05-12T00:27:37Z","fox"
"864","Kamala Harris backs Cory Booker's call to legalize marijuana","2018-05-12T00:26:45Z","fox"
"865","Stormy Daniels' lawyer faces his own financial scrutiny","2018-05-12T00:20:23Z","fox"
"866","Did an FBI spy infiltrate the Trump 2016 campaign?","2018-05-12T00:08:38Z","fox"
"867","Fox News Sunday Host Chris Wallace ” I Hope Sec. Of State Pompeo Is A Little More Forthcoming”","2018-05-12T00:01:40Z","fox"
"868","Rep. Peter King on possibility of Trump campaign role","2018-05-11T23:32:31Z","fox"
"869","Mother's Day shout-out on 'The Five'","2018-05-11T23:08:45Z","fox"
"870","Coming up on Monday, May 14 edition of 'Special Report'","2018-05-11T23:05:27Z","fox"
"871","Senator Bill Cassidy On Trump’s Plan To Lower Drug Prices: “Most Sweeping Action In History”","2018-05-11T23:05:21Z","fox"
"872","Notable Quotables: From Iran, to Haspel and North Korea","2018-05-11T23:03:06Z","fox"
"873","The politics of prescription drug pricing","2018-05-11T22:50:24Z","fox"
"874",": Shillue 05/11/18 Third Hour","2018-05-11T22:45:00Z","fox"
"875","Whatever Happened to: Austin Tice","2018-05-11T22:36:02Z","fox"
"876","Lawmakers seek records on confidential FBI source","2018-05-11T22:31:21Z","fox"
"877","Food stamp revamp sparks fight over farm bill","2018-05-11T22:25:14Z","fox"
"878","Pompeo sets standard for North Korean denuclearization","2018-05-11T22:11:49Z","fox"
"879","Trump unveils sweeping plan to lower prescription drug costs","2018-05-11T22:09:30Z","fox"
"880","Report shows more illegal immigrants in ICE custody","2018-05-11T21:52:19Z","fox"
"881","Could President Trump Win The Nobel Prize?","2018-05-11T21:50:48Z","fox"
"882","Robert Jeffress: Embassy in Jerusalem Another Example of Promise Made, Promise Kept By Trump","2018-05-11T21:48:23Z","fox"
"883","Drivers in shock about rising gas prices","2018-05-11T21:47:44Z","fox"
"884","Why Faith Should Have A Place At Universities","2018-05-11T21:43:55Z","fox"
"885","From Washington: Save The Date","2018-05-11T21:36:12Z","fox"
"886","Trump touts accomplishments, debuts 2020 slogan in Indiana","2018-05-11T21:23:53Z","fox"
"887","Jerry Seinfeld says he's not interested in doing Trump jokes","2018-05-11T21:23:46Z","fox"
"888","North Korea will receive US economic assistance if it gives up nuclear weapons, Pompeo says","2018-05-11T21:15:00Z","fox"
"889","Alabama man paralyzed, 'fighting for his life' after coral snake bite, family says","2018-05-11T21:07:23Z","fox"
"890","'Last Man Standing' renewed by Fox; Tim Allen 'excited' for Season 7","2018-05-11T21:05:00Z","fox"
"891","AT&T CEO says hiring Michael Cohen was 'big mistake'","2018-05-11T20:59:00Z","fox"
"892","Alabama man paralyzed, 'fighting for his life' after coral snake bite, family says","2018-05-11T20:58:00Z","fox"
"893","What is the legal impact of refusing to testify in court?","2018-05-11T20:51:27Z","fox"
"894","US wants Germany to halt trade with Iran - Fox News","2018-05-11T20:48:59Z","fox"
"895","More Anti-American protests in Iran","2018-05-11T20:39:00Z","fox"
"896","Sanders says AT&T-Cohen deal proves Trump is draining Swamp","2018-05-11T20:33:44Z","fox"
"897","Pompeo details North Korea summit plans","2018-05-11T20:30:39Z","fox"
"898","Report: DHS Secretary Nielsen drafted resignation letter","2018-05-11T20:28:39Z","fox"
"899","SpaceX successfully launches rocket one day after failed attempt","2018-05-11T20:25:00Z","fox"
"900","Giuliani: More time needed for Mueller interview decision","2018-05-11T20:21:13Z","fox"
"901","Nation's oldest WWII veteran, Richard Overton, turns 112: 'He's a crackerjack' - Fox News","2018-05-11T20:15:49Z","fox"
"902","Sanders: Trump enters North Korea talks with eyes wide open","2018-05-11T20:09:48Z","fox"
"903","Lincoln's stovepipe hat and bloody gloves may be on the block as foundation struggles with millions in debt","2018-05-11T20:00:00Z","fox"
"904","Banning Target Shooting and Archery Clubs?","2018-05-11T20:00:00Z","fox"
"905","Trump could pull off a 'North Korea' with Iran, experts say - Fox News","2018-05-11T19:59:23Z","fox"
"906","Pompeo: Robust verification needed for deal with North Korea","2018-05-11T19:56:42Z","fox"
"907","Frank Hannon performs 'Blue Sky'","2018-05-11T19:53:33Z","fox"
"908","Tesla's lead guitarist gets behind the mic","2018-05-11T19:53:33Z","fox"
"909","Tesla's lead guitarist branching out with solo project","2018-05-11T19:53:33Z","fox"
"910","The Mother’s Day Menu","2018-05-11T19:40:44Z","fox"
"911","Report: Democrat 'blue wave' could be more of a ripple","2018-05-11T19:29:30Z","fox"
"912","President Trump: We are putting American patients first","2018-05-11T19:11:09Z","fox"
"913","Inside the 'Westworld'-style factory producing humanoid robots","2018-05-11T19:10:54Z","fox"
